Ticker,Name,Sector,Asset Class,As of Date,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Equity,2024/4/30,"423,480,480.20",3.75,"423,480,480.20","4,381,588.00",96.65,Canada,Toronto Stock Exchange,CAD,1,CAD
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,2024/4/30,"406,033,052.16",3.59,"406,033,052.16","3,892,188.00",104.32,Canada,Toronto Stock Exchange,CAD,1,CAD
ENB,ENBRIDGE INC,Energy,Equity,2024/4/30,"377,418,010.20",3.34,"377,418,010.20","7,710,276.00",48.95,Canada,Toronto Stock Exchange,CAD,1,CAD
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,2024/4/30,"365,166,792.00",3.23,"365,166,792.00","3,381,174.00",108,Canada,Toronto Stock Exchange,CAD,1,CAD
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,2024/4/30,"350,192,067.61",3.1,"350,192,067.61","2,095,829.00",167.09,Canada,Toronto Stock Exchange,CAD,1,CAD
BMO,BANK OF MONTREAL,Financials,Equity,2024/4/30,"323,547,350.76",2.86,"323,547,350.76","2,631,108.00",122.97,Canada,Toronto Stock Exchange,CAD,1,CAD
BN,BROOKFIELD CORP CLASS A,Financials,Equity,2024/4/30,"286,462,419.54",2.54,"286,462,419.54","5,187,657.00",55.22,Canada,Toronto Stock Exchange,CAD,1,CAD
BNS,BANK OF NOVA SCOTIA,Financials,Equity,2024/4/30,"278,149,945.04",2.46,"278,149,945.04","4,403,894.00",63.16,Canada,Toronto Stock Exchange,CAD,1,CAD
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,2024/4/30,"253,366,400.08",2.24,"253,366,400.08","71,486.00","3,544.28",Canada,Toronto Stock Exchange,CAD,1,CAD
SU,SUNCOR ENERGY INC,Energy,Equity,2024/4/30,"245,885,785.92",2.18,"245,885,785.92","4,680,864.00",52.53,Canada,Toronto Stock Exchange,CAD,1,CAD
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,2024/4/30,"217,199,828.16",1.92,"217,199,828.16","3,380,016.00",64.26,Canada,Toronto Stock Exchange,CAD,1,CAD
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,2024/4/30,"210,366,995.28",1.86,"210,366,995.28","6,551,448.00",32.11,Canada,Toronto Stock Exchange,CAD,1,CAD
WCN,WASTE CONNECTIONS INC,Industrials,Equity,2024/4/30,"208,608,300.00",1.85,"208,608,300.00","934,625.00",223.2,United States,Toronto Stock Exchange,CAD,1,CAD
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,2024/4/30,"202,174,322.70",1.79,"202,174,322.70","2,649,729.00",76.3,Canada,Toronto Stock Exchange,CAD,1,CAD
TRP,TC ENERGY CORP,Energy,Equity,2024/4/30,"185,608,126.08",1.64,"185,608,126.08","3,763,344.00",49.32,Canada,Toronto Stock Exchange,CAD,1,CAD
AEM,AGNICO EAGLE MINES LTD,Materials,Equity,2024/4/30,"157,407,238.74",1.39,"157,407,238.74","1,805,543.00",87.18,Canada,Toronto Stock Exchange,CAD,1,CAD
BCE,BCE INC,Communication,Equity,2024/4/30,"149,672,990.19",1.32,"149,672,990.19","3,309,153.00",45.23,Canada,Toronto Stock Exchange,CAD,1,CAD
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,2024/4/30,"149,058,028.35",1.32,"149,058,028.35","2,120,615.00",70.29,Canada,Toronto Stock Exchange,CAD,1,CAD
IFC,INTACT FINANCIAL CORP,Financials,Equity,2024/4/30,"146,358,676.64",1.3,"146,358,676.64","646,832.00",226.27,Canada,Toronto Stock Exchange,CAD,1,CAD
ABX,BARRICK GOLD CORP,Materials,Equity,2024/4/30,"145,701,899.20",1.29,"145,701,899.20","6,368,090.00",22.88,Canada,Toronto Stock Exchange,CAD,1,CAD
CVE,CENOVUS ENERGY INC,Energy,Equity,2024/4/30,"136,333,949.08",1.21,"136,333,949.08","4,820,861.00",28.28,Canada,Toronto Stock Exchange,CAD,1,CAD
NA,NATIONAL BANK OF CANADA,Financials,Equity,2024/4/30,"135,974,701.30",1.2,"135,974,701.30","1,230,095.00",110.54,Canada,Toronto Stock Exchange,CAD,1,CAD
NTR,NUTRIEN LTD,Materials,Equity,2024/4/30,"130,220,507.62",1.15,"130,220,507.62","1,793,918.00",72.59,Canada,Toronto Stock Exchange,CAD,1,CAD
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,2024/4/30,"123,204,677.07",1.09,"123,204,677.07","82,317.00","1,496.71",Canada,Toronto Stock Exchange,CAD,1,CAD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,2024/4/30,"118,381,904.48",1.05,"118,381,904.48","1,133,492.00",104.44,Canada,Toronto Stock Exchange,CAD,1,CAD
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,2024/4/30,"117,867,875.40",1.04,"117,867,875.40","1,643,445.00",71.72,Canada,Toronto Stock Exchange,CAD,1,CAD
T,TELUS CORP,Communication,Equity,2024/4/30,"117,717,907.23",1.04,"117,717,907.23","5,324,193.00",22.11,Canada,Toronto Stock Exchange,CAD,1,CAD
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,2024/4/30,"117,155,518.92",1.04,"117,155,518.92","1,020,163.00",114.84,Canada,Toronto Stock Exchange,CAD,1,CAD
FNV,FRANCO NEVADA CORP,Materials,Equity,2024/4/30,"115,520,926.20",1.02,"115,520,926.20","697,085.00",165.72,Canada,Toronto Stock Exchange,CAD,1,CAD
TRI,THOMSON REUTERS CORP,Industrials,Equity,2024/4/30,"112,741,309.44",1,"112,741,309.44","542,208.00",207.93,Canada,Toronto Stock Exchange,CAD,1,CAD
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,2024/4/30,"112,627,631.06",1,"112,627,631.06","1,663,874.00",67.69,Canada,Toronto Stock Exchange,CAD,1,CAD
GIB.A,CGI INC,Information Technology,Equity,2024/4/30,"104,417,052.87",0.92,"104,417,052.87","748,563.00",139.49,Canada,Toronto Stock Exchange,CAD,1,CAD
CCO,CAMECO CORP,Energy,Equity,2024/4/30,"98,920,348.34",0.88,"98,920,348.34","1,574,914.00",62.81,Canada,Toronto Stock Exchange,CAD,1,CAD
PPL,PEMBINA PIPELINE CORP,Energy,Equity,2024/4/30,"96,546,248.40",0.85,"96,546,248.40","1,993,110.00",48.44,Canada,Toronto Stock Exchange,CAD,1,CAD
FTS,FORTIS INC,Utilities,Equity,2024/4/30,"96,203,013.60",0.85,"96,203,013.60","1,779,560.00",54.06,Canada,Toronto Stock Exchange,CAD,1,CAD
WSP,WSP GLOBAL INC,Industrials,Equity,2024/4/30,"94,462,982.46",0.84,"94,462,982.46","452,214.00",208.89,Canada,Toronto Stock Exchange,CAD,1,CAD
TOU,TOURMALINE OIL CORP,Energy,Equity,2024/4/30,"80,608,638.96",0.71,"80,608,638.96","1,198,107.00",67.28,Canada,Toronto Stock Exchange,CAD,1,CAD
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,2024/4/30,"79,919,582.64",0.71,"79,919,582.64","529,409.00",150.96,Canada,Toronto Stock Exchange,CAD,1,CAD
POW,POWER CORPORATION OF CANADA,Financials,Equity,2024/4/30,"72,971,998.96",0.65,"72,971,998.96","1,989,422.00",36.68,Canada,Toronto Stock Exchange,CAD,1,CAD
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,2024/4/30,"69,767,144.91",0.62,"69,767,144.91","1,352,863.00",51.57,Canada,Toronto Stock Exchange,CAD,1,CAD
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,2024/4/30,"66,183,673.56",0.59,"66,183,673.56","1,258,484.00",52.59,Canada,Toronto Stock Exchange,CAD,1,CAD
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,2024/4/30,"63,599,055.80",0.56,"63,599,055.80","966,551.00",65.8,Canada,Toronto Stock Exchange,CAD,1,CAD
BIP.UN,BROOKFIELD INFRASTRUCTURE PARTNERS,Utilities,Equity,2024/4/30,"61,851,081.60",0.55,"61,851,081.60","1,673,460.00",36.96,Bermuda,Toronto Stock Exchange,CAD,1,CAD
MRU,METRO INC,Consumer Staples,Equity,2024/4/30,"58,041,642.82",0.51,"58,041,642.82","824,221.00",70.42,Canada,Toronto Stock Exchange,CAD,1,CAD
IMO,IMPERIAL OIL LTD,Energy,Equity,2024/4/30,"55,190,320.35",0.49,"55,190,320.35","583,099.00",94.65,Canada,Toronto Stock Exchange,CAD,1,CAD
ARX,ARC RESOURCES LTD,Energy,Equity,2024/4/30,"54,076,585.41",0.48,"54,076,585.41","2,169,137.00",24.93,Canada,Toronto Stock Exchange,CAD,1,CAD
TFII,TFI INTERNATIONAL INC,Industrials,Equity,2024/4/30,"51,625,827.36",0.46,"51,625,827.36","287,962.00",179.28,Canada,Toronto Stock Exchange,CAD,1,CAD
OTEX,OPEN TEXT CORP,Information Technology,Equity,2024/4/30,"47,966,695.26",0.42,"47,966,695.26","986,766.00",48.61,Canada,Toronto Stock Exchange,CAD,1,CAD
EMA,EMERA INC,Utilities,Equity,2024/4/30,"47,881,494.66",0.42,"47,881,494.66","1,031,262.00",46.43,Canada,Toronto Stock Exchange,CAD,1,CAD
STN,STANTEC INC,Industrials,Equity,2024/4/30,"45,387,199.19",0.4,"45,387,199.19","414,079.00",109.61,Canada,Toronto Stock Exchange,CAD,1,CAD
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,2024/4/30,"44,856,966.24",0.4,"44,856,966.24","2,566,188.00",17.48,Canada,Toronto Stock Exchange,CAD,1,CAD
H,HYDRO ONE LTD,Utilities,Equity,2024/4/30,"44,330,889.60",0.39,"44,330,889.60","1,149,660.00",38.56,Canada,Toronto Stock Exchange,CAD,1,CAD
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,2024/4/30,"40,326,387.24",0.36,"40,326,387.24","2,161,114.00",18.66,Canada,Toronto Stock Exchange,CAD,1,CAD
GWO,GREAT WEST LIFECO INC,Financials,Equity,2024/4/30,"39,992,201.28",0.35,"39,992,201.28","982,368.00",40.71,Canada,Toronto Stock Exchange,CAD,1,CAD
K,KINROSS GOLD CORP,Materials,Equity,2024/4/30,"39,511,258.08",0.35,"39,511,258.08","4,449,466.00",8.88,Canada,Toronto Stock Exchange,CAD,1,CAD
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,2024/4/30,"39,467,472.80",0.35,"39,467,472.80","309,064.00",127.7,Canada,Toronto Stock Exchange,CAD,1,CAD
WN,GEORGE WESTON LTD,Consumer Staples,Equity,2024/4/30,"38,852,993.52",0.34,"38,852,993.52","214,456.00",181.17,Canada,Toronto Stock Exchange,CAD,1,CAD
LUN,LUNDIN MINING CORP,Materials,Equity,2024/4/30,"37,567,561.68",0.33,"37,567,561.68","2,389,794.00",15.72,Canada,Toronto Stock Exchange,CAD,1,CAD
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,2024/4/30,"37,568,160.00",0.33,"37,568,160.00","298,160.00",126,Canada,Toronto Stock Exchange,CAD,1,CAD
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,2024/4/30,"36,795,090.30",0.33,"36,795,090.30","523,401.00",70.3,Canada,Toronto Stock Exchange,CAD,1,CAD
X,TMX GROUP LTD,Financials,Equity,2024/4/30,"36,534,272.40",0.32,"36,534,272.40","1,002,312.00",36.45,Canada,Toronto Stock Exchange,CAD,1,CAD
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,2024/4/30,"35,459,724.91",0.31,"35,459,724.91","807,187.00",43.93,Canada,Toronto Stock Exchange,CAD,1,CAD
ATRL,SNC LAVALIN INC,Industrials,Equity,2024/4/30,"33,625,726.08",0.3,"33,625,726.08","636,128.00",52.86,Canada,Toronto Stock Exchange,CAD,1,CAD
PAAS,PAN AMERICAN SILVER CORP,Materials,Equity,2024/4/30,"33,584,368.60",0.3,"33,584,368.60","1,322,740.00",25.39,Canada,Toronto Stock Exchange,CAD,1,CAD
ALA,ALTAGAS LTD,Utilities,Equity,2024/4/30,"32,263,476.30",0.29,"32,263,476.30","1,069,035.00",30.18,Canada,Toronto Stock Exchange,CAD,1,CAD
MEG,MEG ENERGY CORP,Energy,Equity,2024/4/30,"31,217,259.78",0.28,"31,217,259.78","997,038.00",31.31,Canada,Toronto Stock Exchange,CAD,1,CAD
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Equity,2024/4/30,"30,998,373.77",0.27,"30,998,373.77","1,410,941.00",21.97,Canada,Toronto Stock Exchange,CAD,1,CAD
CAE,CAE INC,Industrials,Equity,2024/4/30,"30,649,788.48",0.27,"30,649,788.48","1,153,983.00",26.56,Canada,Toronto Stock Exchange,CAD,1,CAD
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,2024/4/30,"30,135,483.60",0.27,"30,135,483.60","149,038.00",202.2,Canada,Toronto Stock Exchange,CAD,1,CAD
IAG,IA FINANCIAL INC,Financials,Equity,2024/4/30,"30,041,176.62",0.27,"30,041,176.62","359,947.00",83.46,Canada,Toronto Stock Exchange,CAD,1,CAD
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Equity,2024/4/30,"29,462,662.04",0.26,"29,462,662.04","617,407.00",47.72,Canada,Toronto Stock Exchange,CAD,1,CAD
KEY,KEYERA CORP,Energy,Equity,2024/4/30,"29,351,131.92",0.26,"29,351,131.92","831,006.00",35.32,Canada,Toronto Stock Exchange,CAD,1,CAD
AGI,ALAMOS GOLD INC CLASS A,Materials,Equity,2024/4/30,"29,145,764.25",0.26,"29,145,764.25","1,439,297.00",20.25,Canada,Toronto Stock Exchange,CAD,1,CAD
CAR.UN,CANADIAN APARTMENT PROPERTIES REAL,Real Estate,Equity,2024/4/30,"26,052,757.15",0.23,"26,052,757.15","607,999.00",42.85,Canada,Toronto Stock Exchange,CAD,1,CAD
CLS,CELESTICA INC,Information Technology,Equity,2024/4/30,"25,720,880.46",0.23,"25,720,880.46","431,486.00",59.61,Canada,Toronto Stock Exchange,CAD,1,CAD
CPG,CRESCENT POINT ENERGY CORP,Energy,Equity,2024/4/30,"25,547,148.92",0.23,"25,547,148.92","2,104,378.00",12.14,Canada,Toronto Stock Exchange,CAD,1,CAD
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,2024/4/30,"25,187,508.06",0.22,"25,187,508.06","189,394.00",132.99,Canada,Toronto Stock Exchange,CAD,1,CAD
AC,AIR CANADA VOTING AND VARIABLE VOT,Industrials,Equity,2024/4/30,"24,846,727.04",0.22,"24,846,727.04","1,222,772.00",20.32,Canada,Toronto Stock Exchange,CAD,1,CAD
SAP,SAPUTO INC,Consumer Staples,Equity,2024/4/30,"23,634,877.71",0.21,"23,634,877.71","892,893.00",26.47,Canada,Toronto Stock Exchange,CAD,1,CAD
ONEX,ONEX CORP,Financials,Equity,2024/4/30,"23,323,107.65",0.21,"23,323,107.65","238,795.00",97.67,Canada,Toronto Stock Exchange,CAD,1,CAD
WCP,WHITECAP RESOURCES INC,Energy,Equity,2024/4/30,"22,657,451.76",0.2,"22,657,451.76","2,170,254.00",10.44,Canada,Toronto Stock Exchange,CAD,1,CAD
BEP.UN,BROOKFIELD RENEWABLE PARTNERS NON,Utilities,Equity,2024/4/30,"22,593,037.40",0.2,"22,593,037.40","781,766.00",28.9,Bermuda,Toronto Stock Exchange,CAD,1,CAD
FTT,FINNING INTERNATIONAL INC,Industrials,Equity,2024/4/30,"22,580,768.56",0.2,"22,580,768.56","522,824.00",43.19,Canada,Toronto Stock Exchange,CAD,1,CAD
CAD,CAD CASH,Cash and/or Derivatives,Cash,2024/4/30,"22,405,382.80",0.2,"22,405,382.80","22,405,383.00",100,Canada,,CAD,1,CAD
WFG,WEST FRASER TIMBER LTD,Materials,Equity,2024/4/30,"21,895,986.72",0.19,"21,895,986.72","207,663.00",105.44,Canada,Toronto Stock Exchange,CAD,1,CAD
CIGI,COLLIERS INTERNATIONAL GROUP SUBOR,Real Estate,Equity,2024/4/30,"21,802,475.52",0.19,"21,802,475.52","152,082.00",143.36,Canada,Toronto Stock Exchange,CAD,1,CAD
PKI,PARKLAND CORP,Energy,Equity,2024/4/30,"21,384,309.48",0.19,"21,384,309.48","504,228.00",42.41,Canada,Toronto Stock Exchange,CAD,1,CAD
AQN,ALGONQUIN POWER UTILITIES CORP,Utilities,Equity,2024/4/30,"21,042,627.36",0.19,"21,042,627.36","2,502,096.00",8.41,Canada,Toronto Stock Exchange,CAD,1,CAD
PSK,PRAIRIESKY ROYALTY LTD,Energy,Equity,2024/4/30,"20,259,160.18",0.18,"20,259,160.18","772,366.00",26.23,Canada,Toronto Stock Exchange,CAD,1,CAD
BYD,BOYD GROUP INCOME INC,Industrials,Equity,2024/4/30,"20,066,925.93",0.18,"20,066,925.93","77,951.00",257.43,Canada,Toronto Stock Exchange,CAD,1,CAD
BBD.B,BOMBARDIER INC CLASS B,Industrials,Equity,2024/4/30,"19,893,090.56",0.18,"19,893,090.56","317,173.00",62.72,Canada,Toronto Stock Exchange,CAD,1,CAD
ERF,ENERPLUS CORP,Energy,Equity,2024/4/30,"19,793,927.02",0.18,"19,793,927.02","735,014.00",26.93,Canada,Toronto Stock Exchange,CAD,1,CAD
NPI,NORTHLAND POWER INC,Utilities,Equity,2024/4/30,"19,453,390.11",0.17,"19,453,390.11","925,911.00",21.01,Canada,Toronto Stock Exchange,CAD,1,CAD
REI.UN,RIOCAN REAL ESTATE INVESTMENT TRUS,Real Estate,Equity,2024/4/30,"19,007,890.88",0.17,"19,007,890.88","1,089,902.00",17.44,Canada,Toronto Stock Exchange,CAD,1,CAD
CS,CAPSTONE COPPER CORP,Materials,Equity,2024/4/30,"18,782,457.81",0.17,"18,782,457.81","1,970,877.00",9.53,Canada,Toronto Stock Exchange,CAD,1,CAD
EMP.A,EMPIRE LTD CLASS A,Consumer Staples,Equity,2024/4/30,"17,238,715.38",0.15,"17,238,715.38","537,534.00",32.07,Canada,Toronto Stock Exchange,CAD,1,CAD
CPX,CAPITAL POWER CORP,Utilities,Equity,2024/4/30,"16,812,150.02",0.15,"16,812,150.02","467,914.00",35.93,Canada,Toronto Stock Exchange,CAD,1,CAD
NXE,NEXGEN ENERGY LTD,Energy,Equity,2024/4/30,"16,805,130.64",0.15,"16,805,130.64","1,603,543.00",10.48,Canada,Toronto Stock Exchange,CAD,1,CAD
BTO,B2GOLD CORP,Materials,Equity,2024/4/30,"16,482,706.80",0.15,"16,482,706.80","4,736,410.00",3.48,Canada,Toronto Stock Exchange,CAD,1,CAD
MX,METHANEX CORP,Materials,Equity,2024/4/30,"16,089,489.92",0.14,"16,089,489.92","244,076.00",65.92,Canada,Toronto Stock Exchange,CAD,1,CAD
QBR.B,QUEBECOR INC CLASS B,Communication,Equity,2024/4/30,"15,845,568.20",0.14,"15,845,568.20","556,180.00",28.49,Canada,Toronto Stock Exchange,CAD,1,CAD
GRT.UN,GRANITE REAL ESTATE INVESTMENT STA,Real Estate,Equity,2024/4/30,"15,665,926.60",0.14,"15,665,926.60","230,212.00",68.05,Canada,Toronto Stock Exchange,CAD,1,CAD
PRMW,PRIMO WATER CORP,Consumer Staples,Equity,2024/4/30,"15,150,256.00",0.13,"15,150,256.00","583,600.00",25.96,Canada,Toronto Stock Exchange,CAD,1,CAD
KXS,KINAXIS INC,Information Technology,Equity,2024/4/30,"15,054,206.64",0.13,"15,054,206.64","102,696.00",146.59,Canada,Toronto Stock Exchange,CAD,1,CAD
HBM,HUDBAY MINERALS INC,Materials,Equity,2024/4/30,"14,742,897.24",0.13,"14,742,897.24","1,272,036.00",11.59,Canada,Toronto Stock Exchange,CAD,1,CAD
TCN,TRICON RESIDENTIAL INC,Real Estate,Equity,2024/4/30,"14,512,440.48",0.13,"14,512,440.48","941,144.00",15.42,Canada,Toronto Stock Exchange,CAD,1,CAD
ELD,ELDORADO GOLD CORP,Materials,Equity,2024/4/30,"14,505,811.56",0.13,"14,505,811.56","739,338.00",19.62,Canada,Toronto Stock Exchange,CAD,1,CAD
SJ,STELLA JONES INC,Materials,Equity,2024/4/30,"14,278,909.38",0.13,"14,278,909.38","178,531.00",79.98,Canada,Toronto Stock Exchange,CAD,1,CAD
OR,OSISKO GOLD ROYALTIES LTD,Materials,Equity,2024/4/30,"14,269,608.90",0.13,"14,269,608.90","674,686.00",21.15,Canada,Toronto Stock Exchange,CAD,1,CAD
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,2024/4/30,"13,729,357.44",0.12,"13,729,357.44","446,048.00",30.78,Canada,Toronto Stock Exchange,CAD,1,CAD
DFY,DEFINITY FINANCIAL CORP,Financials,Equity,2024/4/30,"13,323,748.49",0.12,"13,323,748.49","290,341.00",45.89,Canada,Toronto Stock Exchange,CAD,1,CAD
GEI,GIBSON ENERGY INC,Energy,Equity,2024/4/30,"13,250,327.86",0.12,"13,250,327.86","586,817.00",22.58,Canada,Toronto Stock Exchange,CAD,1,CAD
ATS,ATS CORP,Industrials,Equity,2024/4/30,"13,150,902.59",0.12,"13,150,902.59","290,371.00",45.29,Canada,Toronto Stock Exchange,CAD,1,CAD
BHC,BAUSCH HEALTH COMPANIES INC,Health Care,Equity,2024/4/30,"12,928,649.85",0.11,"12,928,649.85","1,072,917.00",12.05,Canada,Toronto Stock Exchange,CAD,1,CAD
CHP.UN,CHOICE PROPERTIES REAL ESTATE INVE,Real Estate,Equity,2024/4/30,"12,855,687.60",0.11,"12,855,687.60","987,380.00",13.02,Canada,Toronto Stock Exchange,CAD,1,CAD
DIR.UN,DREAM Industrials REAL ESTATE INVES,Real Estate,Equity,2024/4/30,"12,253,907.02",0.11,"12,253,907.02","987,422.00",12.41,Canada,Toronto Stock Exchange,CAD,1,CAD
BTE,BAYTEX ENERGY CORP,Energy,Equity,2024/4/30,"12,189,765.00",0.11,"12,189,765.00","2,390,150.00",5.1,Canada,Toronto Stock Exchange,CAD,1,CAD
PBH,PREMIUM BRANDS HOLDINGS CORP,Consumer Staples,Equity,2024/4/30,"12,098,075.00",0.11,"12,098,075.00","134,125.00",90.2,Canada,Toronto Stock Exchange,CAD,1,CAD
ATZ,ARITZIA SUBORDINATE VOTING INC,Consumer Discretionary,Equity,2024/4/30,"11,586,635.28",0.1,"11,586,635.28","325,102.00",35.64,Canada,Toronto Stock Exchange,CAD,1,CAD
FCR.UN,FIRST CAPITAL REALTY REAL ESTATE I,Real Estate,Equity,2024/4/30,"11,401,646.72",0.1,"11,401,646.72","771,424.00",14.78,Canada,Toronto Stock Exchange,CAD,1,CAD
DOO,BRP SUBORDINATE VOTING INC,Consumer Discretionary,Equity,2024/4/30,"11,129,960.16",0.1,"11,129,960.16","120,168.00",92.62,Canada,Toronto Stock Exchange,CAD,1,CAD
CSH.UN,CHARTWELL RETIREMENT RESIDENCES RE,Health Care,Equity,2024/4/30,"10,952,156.26",0.1,"10,952,156.26","876,874.00",12.49,Canada,Toronto Stock Exchange,CAD,1,CAD
PEY,PEYTO EXPLORATION & DEVELOPMENT CO,Energy,Equity,2024/4/30,"10,787,343.48",0.1,"10,787,343.48","700,932.00",15.39,Canada,Toronto Stock Exchange,CAD,1,CAD
BEI.UN,BOARDWALK REAL ESTATE INVESTMENT T,Real Estate,Equity,2024/4/30,"10,436,316.20",0.09,"10,436,316.20","147,260.00",70.87,Canada,Toronto Stock Exchange,CAD,1,CAD
SRU.UN,SMARTCENTRES RL ESTATE INVESTMENT,Real Estate,Equity,2024/4/30,"10,391,236.04",0.09,"10,391,236.04","466,393.00",22.28,Canada,Toronto Stock Exchange,CAD,1,CAD
NVEI,NUVEI SUBORDINATE VOTING CORP,Financials,Equity,2024/4/30,"10,160,416.10",0.09,"10,160,416.10","230,134.00",44.15,Canada,Toronto Stock Exchange,CAD,1,CAD
IGM,IGM FINANCIAL INC,Financials,Equity,2024/4/30,"10,124,626.35",0.09,"10,124,626.35","294,235.00",34.41,Canada,Toronto Stock Exchange,CAD,1,CAD
ATH,ATHABASCA OIL CORP,Energy,Equity,2024/4/30,"9,963,724.80",0.09,"9,963,724.80","2,075,776.00",4.8,Canada,Toronto Stock Exchange,CAD,1,CAD
ACO.X,ATCO LTD CLASS I,Utilities,Equity,2024/4/30,"9,880,083.46",0.09,"9,880,083.46","262,978.00",37.57,Canada,Toronto Stock Exchange,CAD,1,CAD
SES,SECURE ENERGY SERVICES INC,Energy,Equity,2024/4/30,"9,811,994.94",0.09,"9,811,994.94","841,509.00",11.66,Canada,Toronto Stock Exchange,CAD,1,CAD
LNR,LINAMAR CORP,Consumer Discretionary,Equity,2024/4/30,"9,566,638.95",0.08,"9,566,638.95","147,565.00",64.83,Canada,Toronto Stock Exchange,CAD,1,CAD
FR,FIRST MAJESTIC SILVER CORP,Materials,Equity,2024/4/30,"9,563,494.50",0.08,"9,563,494.50","1,041,775.00",9.18,Canada,Toronto Stock Exchange,CAD,1,CAD
VET,VERMILION ENERGY INC,Energy,Equity,2024/4/30,"9,295,974.22",0.08,"9,295,974.22","586,127.00",15.86,Canada,Toronto Stock Exchange,CAD,1,CAD
TLRY,TILRAY BRANDS INC,Health Care,Equity,2024/4/30,"9,235,583.46",0.08,"9,235,583.46","2,700,463.00",3.42,United States,Toronto Stock Exchange,CAD,1,CAD
CWB,CANADIAN WESTERN BANK,Financials,Equity,2024/4/30,"9,231,853.19",0.08,"9,231,853.19","349,559.00",26.41,Canada,Toronto Stock Exchange,CAD,1,CAD
EQX,EQUINOX GOLD CORP,Materials,Equity,2024/4/30,"9,121,027.55",0.08,"9,121,027.55","1,224,299.00",7.45,Canada,Toronto Stock Exchange,CAD,1,CAD
ERO,ERO COPPER CORP,Materials,Equity,2024/4/30,"9,094,455.44",0.08,"9,094,455.44","323,992.00",28.07,Canada,Toronto Stock Exchange,CAD,1,CAD
LSPD,LIGHTSPEED COMMERCE INC,Information Technology,Equity,2024/4/30,"9,063,356.46",0.08,"9,063,356.46","502,682.00",18.03,Canada,Toronto Stock Exchange,CAD,1,CAD
PXT,PAREX RESOURCES INC,Energy,Equity,2024/4/30,"8,999,112.00",0.08,"8,999,112.00","374,963.00",24,Canada,Toronto Stock Exchange,CAD,1,CAD
BLX,BORALEX INC CLASS A,Utilities,Equity,2024/4/30,"8,952,921.27",0.08,"8,952,921.27","324,029.00",27.63,Canada,Toronto Stock Exchange,CAD,1,CAD
POU,PARAMOUNT RESOURCE LTD CLASS A,Energy,Equity,2024/4/30,"8,719,276.80",0.08,"8,719,276.80","279,464.00",31.2,Canada,Toronto Stock Exchange,CAD,1,CAD
HR.UN,H&R REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,2024/4/30,"8,582,508.00",0.08,"8,582,508.00","953,612.00",9,Canada,Toronto Stock Exchange,CAD,1,CAD
RUS,RUSSEL METALS INC,Industrials,Equity,2024/4/30,"8,539,557.74",0.08,"8,539,557.74","220,262.00",38.77,Canada,Toronto Stock Exchange,CAD,1,CAD
TA,TRANSALTA CORP,Utilities,Equity,2024/4/30,"8,424,999.66",0.07,"8,424,999.66","922,782.00",9.13,Canada,Toronto Stock Exchange,CAD,1,CAD
AIF,ALTUS GROUP LTD,Real Estate,Equity,2024/4/30,"8,424,361.56",0.07,"8,424,361.56","166,753.00",50.52,Canada,Toronto Stock Exchange,CAD,1,CAD
GSY,GOEASY LTD,Financials,Equity,2024/4/30,"8,270,183.16",0.07,"8,270,183.16","46,979.00",176.04,Canada,Toronto Stock Exchange,CAD,1,CAD
