Ticker,Name,Sector,Asset Class,As of Date,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
ONEX,ONEX CORP,Financials,Equity,2024/3/28,"24,731,688.98",0.21,"24,731,688.98","243,734.00",101.47,Canada,Toronto Stock Exchange,CAD,1,CAD
AC,AIR CANADA VOTING AND VARIABLE VOT,Industrials,Equity,2024/3/28,"24,481,575.03",0.21,"24,481,575.03","1,248,423.00",19.61,Canada,Toronto Stock Exchange,CAD,1,CAD
SAP,SAPUTO INC,Consumer Staples,Equity,2024/3/28,"24,290,622.20",0.21,"24,290,622.20","911,468.00",26.65,Canada,Toronto Stock Exchange,CAD,1,CAD
CPG,CRESCENT POINT ENERGY CORP,Energy,Equity,2024/3/28,"23,917,288.00",0.2,"23,917,288.00","2,158,600.00",11.08,Canada,Toronto Stock Exchange,CAD,1,CAD
BYD,BOYD GROUP INCOME INC,Industrials,Equity,2024/3/28,"22,767,940.80",0.19,"22,767,940.80","79,497.00",286.4,Canada,Toronto Stock Exchange,CAD,1,CAD
WCP,WHITECAP RESOURCES INC,Energy,Equity,2024/3/28,"22,708,536.75",0.19,"22,708,536.75","2,215,467.00",10.25,Canada,Toronto Stock Exchange,CAD,1,CAD
PKI,PARKLAND CORP,Energy,Equity,2024/3/28,"22,195,141.74",0.19,"22,195,141.74","514,491.00",43.14,Canada,Toronto Stock Exchange,CAD,1,CAD
AQN,ALGONQUIN POWER UTILITIES CORP,Utilities,Equity,2024/3/28,"21,851,197.60",0.19,"21,851,197.60","2,552,710.00",8.56,Canada,Toronto Stock Exchange,CAD,1,CAD
FTT,FINNING INTERNATIONAL INC,Industrials,Equity,2024/3/28,"21,240,307.02",0.18,"21,240,307.02","533,542.00",39.81,Canada,Toronto Stock Exchange,CAD,1,CAD
PSK,PRAIRIESKY ROYALTY LTD,Energy,Equity,2024/3/28,"20,903,623.72",0.18,"20,903,623.72","787,924.00",26.53,Canada,Toronto Stock Exchange,CAD,1,CAD
NPI,NORTHLAND POWER INC,Utilities,Equity,2024/3/28,"20,902,515.29",0.18,"20,902,515.29","944,533.00",22.13,Canada,Toronto Stock Exchange,CAD,1,CAD
REI.UN,RIOCAN REAL ESTATE INVESTMENT TRUS,Real Estate,Equity,2024/3/28,"20,526,098.87",0.17,"20,526,098.87","1,111,321.00",18.47,Canada,Toronto Stock Exchange,CAD,1,CAD
ERF,ENERPLUS CORP,Energy,Equity,2024/3/28,"19,950,395.13",0.17,"19,950,395.13","749,733.00",26.61,Canada,Toronto Stock Exchange,CAD,1,CAD
BBD.B,BOMBARDIER INC CLASS B,Industrials,Equity,2024/3/28,"18,808,094.15",0.16,"18,808,094.15","323,441.00",58.15,Canada,Toronto Stock Exchange,CAD,1,CAD
CPX,CAPITAL POWER CORP,Utilities,Equity,2024/3/28,"18,213,828.17",0.15,"18,213,828.17","476,677.00",38.21,Canada,Toronto Stock Exchange,CAD,1,CAD
GRT.UN,GRANITE REAL ESTATE INVESTMENT STA,Real Estate,Equity,2024/3/28,"18,124,556.40",0.15,"18,124,556.40","234,440.00",77.31,Canada,Toronto Stock Exchange,CAD,1,CAD
EMP.A,EMPIRE LTD CLASS A,Consumer Staples,Equity,2024/3/28,"18,120,033.12",0.15,"18,120,033.12","547,764.00",33.08,Canada,Toronto Stock Exchange,CAD,1,CAD
NXE,NEXGEN ENERGY LTD,Energy,Equity,2024/3/28,"17,207,999.64",0.15,"17,207,999.64","1,634,188.00",10.53,Canada,Toronto Stock Exchange,CAD,1,CAD
BTO,B2GOLD CORP,Materials,Equity,2024/3/28,"17,129,964.10",0.15,"17,129,964.10","4,825,342.00",3.55,Canada,Toronto Stock Exchange,CAD,1,CAD
QBR.B,QUEBECOR INC CLASS B,Communication,Equity,2024/3/28,"16,938,204.38",0.14,"16,938,204.38","570,502.00",29.69,Canada,Toronto Stock Exchange,CAD,1,CAD
KXS,KINAXIS INC,Information Technology,Equity,2024/3/28,"16,218,202.00",0.14,"16,218,202.00","105,313.00",154,Canada,Toronto Stock Exchange,CAD,1,CAD
BHC,BAUSCH HEALTH COMPANIES INC,Health Care,Equity,2024/3/28,"15,792,935.55",0.13,"15,792,935.55","1,100,553.00",14.35,Canada,Toronto Stock Exchange,CAD,1,CAD
CS,CAPSTONE COPPER CORP,Materials,Equity,2024/3/28,"15,354,857.72",0.13,"15,354,857.72","1,781,306.00",8.62,Canada,Toronto Stock Exchange,CAD,1,CAD
OR,OSISKO GOLD ROYALTIES LTD,Materials,Equity,2024/3/28,"15,265,274.31",0.13,"15,265,274.31","686,697.00",22.23,Canada,Toronto Stock Exchange,CAD,1,CAD
MX,METHANEX CORP,Materials,Equity,2024/3/28,"15,112,663.58",0.13,"15,112,663.58","250,334.00",60.37,Canada,Toronto Stock Exchange,CAD,1,CAD
PRMW,PRIMO WATER CORP,Consumer Staples,Equity,2024/3/28,"14,650,506.00",0.12,"14,650,506.00","594,100.00",24.66,Canada,Toronto Stock Exchange,CAD,1,CAD
TCN,TRICON RESIDENTIAL INC,Real Estate,Equity,2024/3/28,"14,577,207.80",0.12,"14,577,207.80","965,378.00",15.1,Canada,Toronto Stock Exchange,CAD,1,CAD
SJ,STELLA JONES INC,Materials,Equity,2024/3/28,"14,465,611.00",0.12,"14,465,611.00","183,109.00",79,Canada,Toronto Stock Exchange,CAD,1,CAD
ELD,ELDORADO GOLD CORP,Materials,Equity,2024/3/28,"14,329,941.92",0.12,"14,329,941.92","752,623.00",19.04,Canada,Toronto Stock Exchange,CAD,1,CAD
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,2024/3/28,"13,994,886.55",0.12,"13,994,886.55","453,643.00",30.85,Canada,Toronto Stock Exchange,CAD,1,CAD
CHP.UN,CHOICE PROPERTIES REAL ESTATE INVE,Real Estate,Equity,2024/3/28,"13,956,246.20",0.12,"13,956,246.20","1,012,790.00",13.78,Canada,Toronto Stock Exchange,CAD,1,CAD
GEI,GIBSON ENERGY INC,Energy,Equity,2024/3/28,"13,880,667.22",0.12,"13,880,667.22","601,937.00",23.06,Canada,Toronto Stock Exchange,CAD,1,CAD
ATS,ATS CORP,Industrials,Equity,2024/3/28,"13,575,866.26",0.12,"13,575,866.26","297,847.00",45.58,Canada,Toronto Stock Exchange,CAD,1,CAD
DIR.UN,DREAM Industrials REAL ESTATE INVES,Real Estate,Equity,2024/3/28,"13,349,125.76",0.11,"13,349,125.76","1,012,832.00",13.18,Canada,Toronto Stock Exchange,CAD,1,CAD
DFY,DEFINITY FINANCIAL CORP,Financials,Equity,2024/3/28,"12,847,825.38",0.11,"12,847,825.38","297,817.00",43.14,Canada,Toronto Stock Exchange,CAD,1,CAD
ATZ,ARITZIA SUBORDINATE VOTING INC,Consumer Discretionary,Equity,2024/3/28,"12,471,404.00",0.11,"12,471,404.00","333,460.00",37.4,Canada,Toronto Stock Exchange,CAD,1,CAD
HBM,HUDBAY MINERALS INC,Materials,Equity,2024/3/28,"12,369,466.08",0.1,"12,369,466.08","1,304,796.00",9.48,Canada,Toronto Stock Exchange,CAD,1,CAD
FCR.UN,FIRST CAPITAL REALTY REAL ESTATE I,Real Estate,Equity,2024/3/28,"12,312,806.76",0.1,"12,312,806.76","783,756.00",15.71,Canada,Toronto Stock Exchange,CAD,1,CAD
PBH,PREMIUM BRANDS HOLDINGS CORP,Consumer Staples,Equity,2024/3/28,"12,174,856.50",0.1,"12,174,856.50","137,569.00",88.5,Canada,Toronto Stock Exchange,CAD,1,CAD
BTE,BAYTEX ENERGY CORP,Energy,Equity,2024/3/28,"11,988,920.58",0.1,"11,988,920.58","2,451,722.00",4.89,Canada,Toronto Stock Exchange,CAD,1,CAD
BEI.UN,BOARDWALK REAL ESTATE INVESTMENT T,Real Estate,Equity,2024/3/28,"11,793,203.20",0.1,"11,793,203.20","151,040.00",78.08,Canada,Toronto Stock Exchange,CAD,1,CAD
DOO,BRP SUBORDINATE VOTING INC,Consumer Discretionary,Equity,2024/3/28,"11,208,132.30",0.09,"11,208,132.30","123,234.00",90.95,Canada,Toronto Stock Exchange,CAD,1,CAD
ATH,ATHABASCA OIL CORP,Energy,Equity,2024/3/28,"11,135,935.66",0.09,"11,135,935.66","2,129,242.00",5.23,Canada,Toronto Stock Exchange,CAD,1,CAD
SRU.UN,SMARTCENTRES RL ESTATE INVESTMENT,Real Estate,Equity,2024/3/28,"11,113,348.15",0.09,"11,113,348.15","478,405.00",23.23,Canada,Toronto Stock Exchange,CAD,1,CAD
CSH.UN,CHARTWELL RETIREMENT RESIDENCES RE,Health Care,Equity,2024/3/28,"11,001,809.04",0.09,"11,001,809.04","890,114.00",12.36,Canada,Toronto Stock Exchange,CAD,1,CAD
LNR,LINAMAR CORP,Consumer Discretionary,Equity,2024/3/28,"10,896,840.00",0.09,"10,896,840.00","151,345.00",72,Canada,Toronto Stock Exchange,CAD,1,CAD
PEY,PEYTO EXPLORATION & DEVELOPMENT CO,Energy,Equity,2024/3/28,"10,734,550.56",0.09,"10,734,550.56","718,992.00",14.93,Canada,Toronto Stock Exchange,CAD,1,CAD
IGM,IGM FINANCIAL INC,Financials,Equity,2024/3/28,"10,541,699.35",0.09,"10,541,699.35","301,795.00",34.93,Canada,Toronto Stock Exchange,CAD,1,CAD
ACO.X,ATCO LTD CLASS I,Utilities,Equity,2024/3/28,"10,171,895.40",0.09,"10,171,895.40","269,740.00",37.71,Canada,Toronto Stock Exchange,CAD,1,CAD
VET,VERMILION ENERGY INC,Energy,Equity,2024/3/28,"10,124,292.20",0.09,"10,124,292.20","601,205.00",16.84,Canada,Toronto Stock Exchange,CAD,1,CAD
CWB,CANADIAN WESTERN BANK,Financials,Equity,2024/3/28,"10,111,025.40",0.09,"10,111,025.40","358,547.00",28.2,Canada,Toronto Stock Exchange,CAD,1,CAD
NVEI,NUVEI SUBORDINATE VOTING CORP,Financials,Equity,2024/3/28,"10,107,917.92",0.09,"10,107,917.92","236,056.00",42.82,Canada,Toronto Stock Exchange,CAD,1,CAD
RUS,RUSSEL METALS INC,Industrials,Equity,2024/3/28,"10,048,671.99",0.09,"10,048,671.99","222,957.00",45.07,Canada,Toronto Stock Exchange,CAD,1,CAD
LSPD,LIGHTSPEED COMMERCE INC,Information Technology,Equity,2024/3/28,"9,699,764.70",0.08,"9,699,764.70","509,174.00",19.05,Canada,Toronto Stock Exchange,CAD,1,CAD
SES,SECURE ENERGY SERVICES INC,Energy,Equity,2024/3/28,"9,624,468.15",0.08,"9,624,468.15","863,181.00",11.15,Canada,Toronto Stock Exchange,CAD,1,CAD
BLX,BORALEX INC CLASS A,Utilities,Equity,2024/3/28,"9,511,713.90",0.08,"9,511,713.90","332,345.00",28.62,Canada,Toronto Stock Exchange,CAD,1,CAD
TLRY,TILRAY BRANDS INC,Health Care,Equity,2024/3/28,"9,224,149.95",0.08,"9,224,149.95","2,770,015.00",3.33,United States,Toronto Stock Exchange,CAD,1,CAD
HR.UN,H&R REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,2024/3/28,"8,931,235.75",0.08,"8,931,235.75","965,539.00",9.25,Canada,Toronto Stock Exchange,CAD,1,CAD
AIF,ALTUS GROUP LTD,Real Estate,Equity,2024/3/28,"8,873,399.56",0.08,"8,873,399.56","171,037.00",51.88,Canada,Toronto Stock Exchange,CAD,1,CAD
CIX,CI FINANCIAL CORP,Financials,Equity,2024/3/28,"8,736,502.44",0.07,"8,736,502.44","504,417.00",17.32,Canada,Toronto Stock Exchange,CAD,1,CAD
EQX,EQUINOX GOLD CORP,Materials,Equity,2024/3/28,"8,717,324.64",0.07,"8,717,324.64","1,066,992.00",8.17,Canada,Toronto Stock Exchange,CAD,1,CAD
ERO,ERO COPPER CORP,Materials,Equity,2024/3/28,"8,679,884.96",0.07,"8,679,884.96","332,308.00",26.12,Canada,Toronto Stock Exchange,CAD,1,CAD
EQB,EQB INC,Financials,Equity,2024/3/28,"8,566,103.15",0.07,"8,566,103.15","100,837.00",84.95,Canada,Toronto Stock Exchange,CAD,1,CAD
FR,FIRST MAJESTIC SILVER CORP,Materials,Equity,2024/3/28,"8,495,473.35",0.07,"8,495,473.35","1,068,613.00",7.95,Canada,Toronto Stock Exchange,CAD,1,CAD
AP.UN,ALLIED PROPERTIES REAL ESTATE INVT,Real Estate,Equity,2024/3/28,"8,392,490.19",0.07,"8,392,490.19","474,957.00",17.67,Canada,Toronto Stock Exchange,CAD,1,CAD
SPB,SUPERIOR PLUS CORP,Utilities,Equity,2024/3/28,"8,324,804.95",0.07,"8,324,804.95","825,055.00",10.09,Canada,Toronto Stock Exchange,CAD,1,CAD
PXT,PAREX RESOURCES INC,Energy,Equity,2024/3/28,"8,323,241.72",0.07,"8,323,241.72","384,623.00",21.64,Canada,Toronto Stock Exchange,CAD,1,CAD
TA,TRANSALTA CORP,Utilities,Equity,2024/3/28,"8,225,554.26",0.07,"8,225,554.26","946,554.00",8.69,Canada,Toronto Stock Exchange,CAD,1,CAD
DML,DENISON MINES CORP,Energy,Equity,2024/3/28,"8,151,235.70",0.07,"8,151,235.70","3,075,938.00",2.65,Canada,Toronto Stock Exchange,CAD,1,CAD
KMP.UN,KILLAM APARTMENT REIT UNITS CLASS,Real Estate,Equity,2024/3/28,"8,118,438.10",0.07,"8,118,438.10","436,945.00",18.58,Canada,Toronto Stock Exchange,CAD,1,CAD
RCH,RICHELIEU HARDWARE LTD,Industrials,Equity,2024/3/28,"8,113,809.00",0.07,"8,113,809.00","190,465.00",42.6,Canada,Toronto Stock Exchange,CAD,1,CAD
EIF,EXCHANGE INCOME CORP,Industrials,Equity,2024/3/28,"8,053,148.07",0.07,"8,053,148.07","162,657.00",49.51,Canada,Toronto Stock Exchange,CAD,1,CAD
OGC,OCEANAGOLD CORPORATION CORP,Materials,Equity,2024/3/28,"7,999,803.90",0.07,"7,999,803.90","2,614,315.00",3.06,Canada,Toronto Stock Exchange,CAD,1,CAD
POU,PARAMOUNT RESOURCE LTD CLASS A,Energy,Equity,2024/3/28,"7,778,845.30",0.07,"7,778,845.30","282,970.00",27.49,Canada,Toronto Stock Exchange,CAD,1,CAD
IMG,IAMGOLD CORP,Materials,Equity,2024/3/28,"7,718,257.08",0.07,"7,718,257.08","1,707,579.00",4.52,Canada,Toronto Stock Exchange,CAD,1,CAD
TPZ,TOPAZ ENERGY CORP,Energy,Equity,2024/3/28,"7,683,331.20",0.07,"7,683,331.20","344,544.00",22.3,Canada,Toronto Stock Exchange,CAD,1,CAD
FIL,FILO CORP,Materials,Equity,2024/3/28,"7,679,746.25",0.07,"7,679,746.25","324,725.00",23.65,Canada,Toronto Stock Exchange,CAD,1,CAD
GSY,GOEASY LTD,Financials,Equity,2024/3/28,"7,675,425.45",0.07,"7,675,425.45","48,155.00",159.39,Canada,Toronto Stock Exchange,CAD,1,CAD
TSU,TRISURA GROUP LTD,Financials,Equity,2024/3/28,"7,370,384.00",0.06,"7,370,384.00","176,960.00",41.65,Canada,Toronto Stock Exchange,CAD,1,CAD
BB,BLACKBERRY LTD,Information Technology,Equity,2024/3/28,"7,268,906.54",0.06,"7,268,906.54","1,959,274.00",3.71,Canada,Toronto Stock Exchange,CAD,1,CAD
TVE,TAMARACK VALLEY ENERGY LTD,Energy,Equity,2024/3/28,"7,264,661.76",0.06,"7,264,661.76","1,891,839.00",3.84,Canada,Toronto Stock Exchange,CAD,1,CAD
IIP.UN,INTERRENT REAL ESTATE INVESTMENT T,Real Estate,Equity,2024/3/28,"7,230,992.04",0.06,"7,230,992.04","533,259.00",13.56,Canada,Toronto Stock Exchange,CAD,1,CAD
NVA,NUVISTA ENERGY LTD,Energy,Equity,2024/3/28,"7,111,463.04",0.06,"7,111,463.04","598,608.00",11.88,Canada,Toronto Stock Exchange,CAD,1,CAD
CJT,CARGOJET INC,Industrials,Equity,2024/3/28,"7,089,872.10",0.06,"7,089,872.10","63,359.00",111.9,Canada,Toronto Stock Exchange,CAD,1,CAD
NWC,NORTH WEST COMPANY INC,Consumer Staples,Equity,2024/3/28,"6,973,469.00",0.06,"6,973,469.00","177,668.00",39.25,Canada,Toronto Stock Exchange,CAD,1,CAD
DPM,DUNDEE PRECIOUS METALS INC,Materials,Equity,2024/3/28,"6,971,864.00",0.06,"6,971,864.00","676,880.00",10.3,Canada,Toronto Stock Exchange,CAD,1,CAD
LUG,LUNDIN GOLD INC,Materials,Equity,2024/3/28,"6,914,052.32",0.06,"6,914,052.32","363,133.00",19.04,Canada,Toronto Stock Exchange,CAD,1,CAD
LIF,LABRADOR IRON ORE ROYALTY CORP,Materials,Equity,2024/3/28,"6,907,345.12",0.06,"6,907,345.12","239,174.00",28.88,Canada,Toronto Stock Exchange,CAD,1,CAD
FRU,FREEHOLD ROYALTIES LTD,Energy,Equity,2024/3/28,"6,742,389.16",0.06,"6,742,389.16","462,124.00",14.59,Canada,Toronto Stock Exchange,CAD,1,CAD
SSL,SANDSTORM GOLD LTD,Materials,Equity,2024/3/28,"6,500,248.80",0.06,"6,500,248.80","915,528.00",7.1,Canada,Toronto Stock Exchange,CAD,1,CAD
CG,CENTERRA GOLD INC,Materials,Equity,2024/3/28,"6,377,096.00",0.05,"6,377,096.00","797,137.00",8,Canada,Toronto Stock Exchange,CAD,1,CAD
TXG,TOREX GOLD RESOURCES INC,Materials,Equity,2024/3/28,"6,370,670.48",0.05,"6,370,670.48","319,492.00",19.94,Canada,Toronto Stock Exchange,CAD,1,CAD
BDGI,BADGER INFRASTRUCTURE SOLUTIONS LT,Industrials,Equity,2024/3/28,"6,366,213.40",0.05,"6,366,213.40","126,817.00",50.2,Canada,Toronto Stock Exchange,CAD,1,CAD
HWX,HEADWATER EXPLORATION INC,Energy,Equity,2024/3/28,"6,201,164.32",0.05,"6,201,164.32","808,496.00",7.67,Canada,Toronto Stock Exchange,CAD,1,CAD
MFI,MAPLE LEAF FOODS INC,Consumer Staples,Equity,2024/3/28,"6,001,985.98",0.05,"6,001,985.98","270,238.00",22.21,Canada,Toronto Stock Exchange,CAD,1,CAD
AAV,ADVANTAGE ENERGY LTD,Energy,Equity,2024/3/28,"5,938,255.44",0.05,"5,938,255.44","601,038.00",9.88,Canada,Toronto Stock Exchange,CAD,1,CAD
NGD,NEW GOLD INC,Materials,Equity,2024/3/28,"5,798,372.88",0.05,"5,798,372.88","2,543,146.00",2.28,Canada,Toronto Stock Exchange,CAD,1,CAD
FVI,FORTUNA SILVER MINES INC,Materials,Equity,2024/3/28,"5,737,700.88",0.05,"5,737,700.88","1,140,696.00",5.03,Canada,Toronto Stock Exchange,CAD,1,CAD
WDO,WESDOME GOLD MINES LTD,Materials,Equity,2024/3/28,"5,543,324.92",0.05,"5,543,324.92","549,388.00",10.09,Canada,Toronto Stock Exchange,CAD,1,CAD
STLC,STELCO HOLDINGS INC,Materials,Equity,2024/3/28,"5,537,829.24",0.05,"5,537,829.24","123,972.00",44.67,Canada,Toronto Stock Exchange,CAD,1,CAD
CRR.UN,CROMBIE REAL ESTATE INVESTMENT TRU,Real Estate,Equity,2024/3/28,"5,449,304.50",0.05,"5,449,304.50","398,050.00",13.69,Canada,Toronto Stock Exchange,CAD,1,CAD
KNT,K92 MINING INC,Materials,Equity,2024/3/28,"5,427,128.70",0.05,"5,427,128.70","861,449.00",6.3,Canada,Toronto Stock Exchange,CAD,1,CAD
BBU.UN,BROOKFIELD BUSINESS PARTNERS UNITS,Industrials,Equity,2024/3/28,"5,426,190.00",0.05,"5,426,190.00","180,873.00",30,Canada,Toronto Stock Exchange,CAD,1,CAD
SEA,SEABRIDGE GOLD INC,Materials,Equity,2024/3/28,"5,419,356.16",0.05,"5,419,356.16","264,617.00",20.48,Canada,Toronto Stock Exchange,CAD,1,CAD
CCA,COGECO COMMUNICATIONS SUBORDINATE,Communication,Equity,2024/3/28,"5,415,130.56",0.05,"5,415,130.56","90,132.00",60.08,Canada,Toronto Stock Exchange,CAD,1,CAD
BIR,BIRCHCLIFF ENERGY LTD,Energy,Equity,2024/3/28,"5,270,750.88",0.04,"5,270,750.88","987,032.00",5.34,Canada,Toronto Stock Exchange,CAD,1,CAD
USD,USD CASH,Cash and/or Derivatives,Cash,2024/3/28,"5,144,154.98",0.04,"5,144,154.98","3,801,334.00",135.33,United States,,CAD,0.74,USD
MDA,MDA LTD,Industrials,Equity,2024/3/28,"5,107,665.04",0.04,"5,107,665.04","347,224.00",14.71,Canada,Toronto Stock Exchange,CAD,1,CAD
EFR,ENERGY FUELS INC,Energy,Equity,2024/3/28,"5,059,554.50",0.04,"5,059,554.50","597,350.00",8.47,Canada,Toronto Stock Exchange,CAD,1,CAD
IPCO,INTERNATIONAL PETROLEUM CORP,Energy,Equity,2024/3/28,"4,983,926.25",0.04,"4,983,926.25","310,525.00",16.05,Canada,Toronto Stock Exchange,CAD,1,CAD
PMZ.UN,PRIMARIS REAL ESTATE INVESTMENT UN,Real Estate,Equity,2024/3/28,"4,983,832.80",0.04,"4,983,832.80","357,264.00",13.95,Canada,Toronto Stock Exchange,CAD,1,CAD
MAG,MAG SILVER CORP,Materials,Equity,2024/3/28,"4,972,062.60",0.04,"4,972,062.60","347,940.00",14.29,Canada,Toronto Stock Exchange,CAD,1,CAD
SIL,SILVERCREST METALS INC,Materials,Equity,2024/3/28,"4,929,314.46",0.04,"4,929,314.46","545,882.00",9.03,Canada,Toronto Stock Exchange,CAD,1,CAD
ENGH,ENGHOUSE SYSTEMS LTD,Information Technology,Equity,2024/3/28,"4,902,782.17",0.04,"4,902,782.17","160,589.00",30.53,Canada,Toronto Stock Exchange,CAD,1,CAD
PD,PRECISION DRILLING CORP,Energy,Equity,2024/3/28,"4,813,304.34",0.04,"4,813,304.34","52,818.00",91.13,Canada,Toronto Stock Exchange,CAD,1,CAD
PSI,PASON SYSTEMS INC,Energy,Equity,2024/3/28,"4,679,488.00",0.04,"4,679,488.00","299,200.00",15.64,Canada,Toronto Stock Exchange,CAD,1,CAD
INE,INNERGEX RENEWABLE ENERGY INC,Utilities,Equity,2024/3/28,"4,631,731.09",0.04,"4,631,731.09","579,691.00",7.99,Canada,Toronto Stock Exchange,CAD,1,CAD
WPK,WINPAK LTD,Materials,Equity,2024/3/28,"4,618,641.12",0.04,"4,618,641.12","113,928.00",40.54,Canada,Toronto Stock Exchange,CAD,1,CAD
SSRM,SSR MINING INC,Materials,Equity,2024/3/28,"4,579,863.39",0.04,"4,579,863.39","759,513.00",6.03,Canada,Toronto Stock Exchange,CAD,1,CAD
SVI,STORAGEVAULT CANADA INC,Real Estate,Equity,2024/3/28,"4,551,739.20",0.04,"4,551,739.20","882,120.00",5.16,Canada,Toronto Stock Exchange,CAD,1,CAD
TOY,SPIN MASTER SUBORDINATE VOTING COR,Consumer Discretionary,Equity,2024/3/28,"4,535,295.66",0.04,"4,535,295.66","130,851.00",34.66,Canada,Toronto Stock Exchange,CAD,1,CAD
LB,LAURENTIAN BANK OF CANADA,Financials,Equity,2024/3/28,"4,509,650.88",0.04,"4,509,650.88","160,944.00",28.02,Canada,Toronto Stock Exchange,CAD,1,CAD
MTL,MULLEN GROUP LTD,Industrials,Equity,2024/3/28,"4,455,360.36",0.04,"4,455,360.36","306,843.00",14.52,Canada,Toronto Stock Exchange,CAD,1,CAD
MATR,MATTR CORP,Energy,Equity,2024/3/28,"4,386,560.16",0.04,"4,386,560.16","246,991.00",17.76,Canada,Toronto Stock Exchange,CAD,1,CAD
PET,PET VALU HOLDINGS LTD,Consumer Discretionary,Equity,2024/3/28,"4,375,506.98",0.04,"4,375,506.98","138,203.00",31.66,Canada,Toronto Stock Exchange,CAD,1,CAD
ASTL,ALGOMA STEEL GROUP INC,Materials,Equity,2024/3/28,"4,171,709.85",0.04,"4,171,709.85","361,187.00",11.55,Canada,Toronto Stock Exchange,CAD,1,CAD
JWEL,JAMIESON WELLNESS INC,Consumer Staples,Equity,2024/3/28,"4,145,683.32",0.04,"4,145,683.32","155,502.00",26.66,Canada,Toronto Stock Exchange,CAD,1,CAD
IFP,INTERFOR CORP,Materials,Equity,2024/3/28,"4,068,687.12",0.03,"4,068,687.12","192,282.00",21.16,Canada,Toronto Stock Exchange,CAD,1,CAD
OLA,ORLA MINING LTD,Materials,Equity,2024/3/28,"4,011,439.41",0.03,"4,011,439.41","781,957.00",5.13,Canada,Toronto Stock Exchange,CAD,1,CAD
TCL.A,TRANSCONTINENTAL SUB VOTING INC CL,Materials,Equity,2024/3/28,"3,946,281.12",0.03,"3,946,281.12","268,272.00",14.71,Canada,Toronto Stock Exchange,CAD,1,CAD
MTY,MTY FOOD GROUP INC,Consumer Discretionary,Equity,2024/3/28,"3,895,594.70",0.03,"3,895,594.70","76,190.00",51.13,Canada,Toronto Stock Exchange,CAD,1,CAD
SII,SPROTT INC,Financials,Equity,2024/3/28,"3,873,000.18",0.03,"3,873,000.18","77,491.00",49.98,Canada,Toronto Stock Exchange,CAD,1,CAD
OSK,OSISKO MINING INC,Materials,Equity,2024/3/28,"3,864,842.18",0.03,"3,864,842.18","1,390,231.00",2.78,Canada,Toronto Stock Exchange,CAD,1,CAD
CRT.UN,CT REIT UNITS TRUST,Real Estate,Equity,2024/3/28,"3,835,490.60",0.03,"3,835,490.60","268,780.00",14.27,Canada,Toronto Stock Exchange,CAD,1,CAD
NWH.UN,NORTHWEST HEALTHCARE PROPERTIES UN,Real Estate,Equity,2024/3/28,"3,735,458.37",0.03,"3,735,458.37","796,473.00",4.69,Canada,Toronto Stock Exchange,CAD,1,CAD
ZZZ,SLEEP COUNTRY CANADA HOLDINGS INC,Consumer Discretionary,Equity,2024/3/28,"3,715,539.84",0.03,"3,715,539.84","124,224.00",29.91,Canada,Toronto Stock Exchange,CAD,1,CAD
NG,NOVAGOLD RESOURCES INC,Materials,Equity,2024/3/28,"3,646,478.25",0.03,"3,646,478.25","900,365.00",4.05,Canada,Toronto Stock Exchange,CAD,1,CAD
KEL,KELT EXPLORATION LTD,Energy,Equity,2024/3/28,"3,622,074.50",0.03,"3,622,074.50","598,690.00",6.05,Canada,Toronto Stock Exchange,CAD,1,CAD
CFP,CANFOR CORP,Materials,Equity,2024/3/28,"3,594,417.47",0.03,"3,594,417.47","210,077.00",17.11,Canada,Toronto Stock Exchange,CAD,1,CAD
SIA,SIENNA SENIOR LIVING INC,Health Care,Equity,2024/3/28,"3,591,634.86",0.03,"3,591,634.86","267,633.00",13.42,Canada,Toronto Stock Exchange,CAD,1,CAD
BLDP,BALLARD POWER SYSTEMS INC,Industrials,Equity,2024/3/28,"3,463,465.07",0.03,"3,463,465.07","918,691.00",3.77,Canada,Toronto Stock Exchange,CAD,1,CAD
AOI,AFRICA OIL CORP,Energy,Equity,2024/3/28,"3,383,593.36",0.03,"3,383,593.36","1,433,726.00",2.36,Canada,Toronto Stock Exchange,CAD,1,CAD
WTE,WESTSHORE TERMINALS INVESTMENT COR,Industrials,Equity,2024/3/28,"3,277,054.20",0.03,"3,277,054.20","127,910.00",25.62,Canada,Toronto Stock Exchange,CAD,1,CAD
GOOS,CANADA GOOSE HOLDINGS SUB VOTING I,Consumer Discretionary,Equity,2024/3/28,"2,878,505.43",0.02,"2,878,505.43","176,271.00",16.33,Canada,Toronto Stock Exchange,CAD,1,CAD
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Equity,2024/3/28,0.61,0,0.61,"60,915.00",0,Canada,Toronto Stock Exchange,CAD,1,CAD
RY,ROYAL BANK OF CANADA,Financials,Equity,2024/4/30,"679,700,801.98",6.02,"679,700,801.98","5,103,242.00",133.19,Canada,Toronto Stock Exchange,CAD,1,CAD
TD,TORONTO DOMINION,Financials,Equity,2024/4/30,"525,768,674.07",4.65,"525,768,674.07","6,437,721.00",81.67,Canada,Toronto Stock Exchange,CAD,1,CAD
